,Fe,Ni,Cr,Composition,VEC mean,VEC_condition,EQ 1000C AL3TI_D022,EQ 1000C ALTI3_D019,EQ 1000C ALTI_L10,EQ 1000C BCC_B2,EQ 1000C BCC_B2#2,EQ 1000C BCT_A5,EQ 1000C C14_LAVES,EQ 1000C C15_LAVES,EQ 1000C C36_LAVES,EQ 1000C CBCC_A12,EQ 1000C CHI_A12,EQ 1000C CR3SI_A15,EQ 1000C CRNI2_OP6,EQ 1000C CRSI2_C40,EQ 1000C CU3SN_HT_GAMMA,EQ 1000C CU6SN5_HT,EQ 1000C CUB_A13,EQ 1000C CUTI_B11,EQ 1000C FCC_L12,EQ 1000C GAMMA_D83,EQ 1000C HCP_A3,EQ 1000C HEUSLER_L21,EQ 1000C LIQUID,EQ 1000C M5SI3_D88,EQ 1000C MNNI2,EQ 1000C MNNI_L10,EQ 1000C MOSI2_C11B,EQ 1000C MU_PHASE,EQ 1000C NI3TA_D0A,EQ 1000C NI3TI_D024,EQ 1000C NITI2,EQ 1000C NIZN_TP2,EQ 1000C SIGMA,EQ FCC SUM,EQ BCC SUM,EQ FCC/BCC SUM,EQ 1000C AL5FE4_D82,EQ 1000C ALCU_EPS_B82
691,0.18,0.26,0.56,Cr56Fe18Ni26,7.4,0.5,0,0,0,0.453464792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546535208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01E+17,5.01E+17,1.37E+18,0,0
692,0.18,0.28,0.54,Cr54Fe18Ni28,7.48,0.5,0,0,0,0.397680247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602319753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34E+17,1.34E+17,3.67E+17,0,0
693,0.18,0.3,0.52,Cr52Fe18Ni30,7.56,0.5,0,0,0,0.342821994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657178006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60E+16,3.60E+16,9.84E+16,0,0
694,0.18,0.32,0.5,Cr50Fe18Ni32,7.64,0.5,0,0,0,0.288824418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711175582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64759E+15,9.64759E+15,2.64E+16,0,0
695,0.18,0.34,0.48,Cr48Fe18Ni34,7.72,0.5,0,0,0,0.23562688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76437312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58506E+15,2.58506E+15,7.06253E+15,0,0
696,0.18,0.36,0.46,Cr46Fe18Ni36,7.8,0.5,0,0,0,0.183173349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816826651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92666E+14,6.92666E+14,1.8924E+15,0,0
697,0.18,0.38,0.44,Cr44Fe18Ni38,7.88,0.5,0,0,0,0.131412046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868587954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85599E+14,1.85599E+14,5.07067E+14,0,0
698,0.18,0.4,0.42,Cr42Fe18Ni40,7.96,0.5,0,0,0,0.080295123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919704877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97312E+13,4.97312E+13,1.35868E+14,0,0
699,0.18,0.42,0.4,Cr40Fe18Ni42,8.04,0,0,0,0,0.029778362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970221638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33254E+13,1.33254E+13,3.64057E+13,0,0
700,0.18,0.44,0.38,Cr38Fe18Ni44,8.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57054E+12,3.57054E+12,9.75489E+12,0,0
701,0.18,0.46,0.36,Cr36Fe18Ni46,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56723E+11,9.56723E+11,2.61381E+12,0,0
702,0.18,0.48,0.34,Cr34Fe18Ni48,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56353E+11,2.56353E+11,7.0037E+11,0,0
703,0.18,0.5,0.32,Cr32Fe18Ni50,8.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68689595578,68689595558,1.87663E+11,0,0
704,0.18,0.52,0.3,Cr30Fe18Ni52,8.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18405321670,18405321651,50284273907,0,0
705,0.18,0.54,0.28,Cr28Fe18Ni54,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4931691084,4931691066,13473630585,0,0
706,0.18,0.56,0.26,Cr26Fe18Ni56,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321442649,1321442632,3610248434,0,0
707,0.181818182,0.575757576,0.242424242,Cr24Fe18Ni57,8.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354079496,354079480,967363152,0,0
708,0.18,0.6,0.22,Cr22Fe18Ni60,8.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94875320,94875305,259204175,0,0
709,0.18,0.62,0.2,Cr20Fe18Ni62,8.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25421770,25421756,69453549,0,0
710,0.18,0.64,0.18,Cr18Fe18Ni64,8.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6811747,6811734,18610022,0,0
711,0.18,0.66,0.16,Cr16Fe18Ni66,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825206,1825194,4986540,0,0
712,0.18,0.68,0.14,Cr14Fe18Ni68,9.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489066,489055,1336139,0,0
713,0.18,0.7,0.12,Cr12Fe18Ni70,9.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131048,131038,358017,0,0
714,0.18,0.72,0.1,Cr10Fe18Ni72,9.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35117,35108,95930,0,0
715,0.18,0.74,0.08,Cr8Fe18Ni74,9.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9412,9404,25704,0,0
716,0.18,0.76,0.06,Cr6Fe18Ni76,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524,2517,6887,0,0
717,0.18,0.78,0.04,Cr4Fe18Ni78,9.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,672,1845,0,0
718,0.18,0.8,0.02,Cr2Fe18Ni80,9.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,178,494,0,0
719,0.2,0.02,0.78,Cr78Fe20Ni2,6.48,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,50,132,0,0
720,0.2,0.04,0.76,Cr76Fe20Ni4,6.56,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,35,0,0
721,0.2,0.06,0.74,Cr74Fe20Ni6,6.64,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,0,0
722,0.2,0.08,0.72,Cr72Fe20Ni8,6.72,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
723,0.02,0,0.98,Cr98Fe2,6.04,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,1.83E+27,1.83E+27,5.00E+27,0,
724,0.04,0,0.96,Cr96Fe4,6.08,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,7.10E+26,7.10E+26,1.94E+27,0,
725,0.06,0,0.94,Cr94Fe6,6.12,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,1.90E+26,1.90E+26,5.20E+26,0,
726,0.08,0,0.92,Cr92Fe8,6.16,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,5.10E+25,5.10E+25,1.39E+26,0,
727,0.1,0,0.9,Cr90Fe10,6.2,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,1.37E+25,1.37E+25,3.73E+25,0,
728,0.12,0,0.88,Cr88Fe12,6.24,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,3.66E+24,3.66E+24,1.00E+25,0,
729,0.14,0,0.86,Cr86Fe14,6.28,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,9.81E+23,9.81E+23,2.68E+24,0,
730,0.16,0,0.84,Cr84Fe16,6.32,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,2.63E+23,2.63E+23,7.18E+23,0,
731,0.18,0,0.82,Cr82Fe18,6.36,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,7.04E+22,7.04E+22,1.92E+23,0,
732,0.2,0,0.8,Cr80Fe20,6.4,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,1.89E+22,1.89E+22,5.16E+22,0,
733,0.22,0,0.78,Cr78Fe22,6.44,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,5.06E+21,5.06E+21,1.38E+22,0,
734,0.24,0,0.76,Cr76Fe24,6.48,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,1.36E+21,1.36E+21,3.70E+21,0,
735,0.26,0,0.74,Cr74Fe26,6.52,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,3.63E+20,3.63E+20,9.92E+20,0,
736,0.28,0,0.72,Cr72Fe28,6.56,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,9.73E+19,9.73E+19,2.66E+20,0,
737,0.3,0,0.7,Cr70Fe30,6.6,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,2.61E+19,2.61E+19,7.12E+19,0,
738,0.32,0,0.68,Cr68Fe32,6.64,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,6.98E+18,6.98E+18,1.91E+19,0,
739,0.34,0,0.66,Cr66Fe34,6.68,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,1.87E+18,1.87E+18,5.11E+18,0,
740,0.36,0,0.64,Cr64Fe36,6.72,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,5.01E+17,5.01E+17,1.37E+18,0,
741,0.38,0,0.62,Cr62Fe38,6.76,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,1.34E+17,1.34E+17,3.67E+17,0,
742,0.4,0,0.6,Cr60Fe40,6.8,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,3.60E+16,3.60E+16,9.84E+16,0,
743,0.424242424,0,0.575757576,Cr57Fe42,6.848484848,1,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,9.64759E+15,9.64759E+15,2.64E+16,0,
744,0.44,0,0.56,Cr56Fe44,6.88,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,2.58506E+15,2.58506E+15,7.06253E+15,0,
745,0.46,0,0.54,Cr54Fe46,6.92,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,6.92666E+14,6.92666E+14,1.8924E+15,0,
746,0.48,0,0.52,Cr52Fe48,6.96,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,1.85599E+14,1.85599E+14,5.07067E+14,0,
747,0.5,0,0.5,Cr50Fe50,7,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,4.97312E+13,4.97312E+13,1.35868E+14,0,
748,0.52,0,0.48,Cr48Fe52,7.04,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,1.33254E+13,1.33254E+13,3.64057E+13,0,
749,0.54,0,0.46,Cr46Fe54,7.08,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,3.57054E+12,3.57054E+12,9.75489E+12,0,
750,0.56,0,0.44,Cr44Fe56,7.12,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,9.56723E+11,9.56723E+11,2.61381E+12,0,
751,0.575757576,0,0.424242424,Cr42Fe57,7.151515152,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,2.56353E+11,2.56353E+11,7.0037E+11,0,
752,0.6,0,0.4,Cr40Fe60,7.2,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,68689595558,68689595578,1.87663E+11,0,
753,0.62,0,0.38,Cr38Fe62,7.24,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,18405321651,18405321670,50284273907,0,
754,0.64,0,0.36,Cr36Fe64,7.28,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,4931691066,4931691084,13473630585,0,
755,0.66,0,0.34,Cr34Fe66,7.32,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,1321442632,1321442649,3610248434,0,
756,0.68,0,0.32,Cr32Fe68,7.36,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,354079480,354079496,967363152,0,
757,0.7,0,0.3,Cr30Fe70,7.4,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,94875305,94875320,259204175,0,
758,0.72,0,0.28,Cr28Fe72,7.44,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,25421756,25421770,69453549,0,
759,0.74,0,0.26,Cr26Fe74,7.48,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,6811734,6811747,18610022,0,
760,0.76,0,0.24,Cr24Fe76,7.52,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,1825194,1825206,4986540,0,
761,0.78,0,0.22,Cr22Fe78,7.56,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,489055,489066,1336139,0,
762,0.8,0,0.2,Cr20Fe80,7.6,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,131038,131048,358017,0,
763,0.82,0,0.18,Cr18Fe82,7.64,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,35108,35117,95930,0,
764,0.84,0,0.16,Cr16Fe84,7.68,0.5,0,0,0,1,0,,0,0,0,0,0,0,,0,,,0,,0,,0,,0,0,,,0,0,0,0,0,,0,9404,9412,25704,0,
765,0.86,0,0.14,Cr14Fe86,7.72,0.5,0,0,0,0.85848866,0,,0,0,0,0,0,0,,0,,,0,,0.14151134,,0,,0,0,,,0,0,0,0,0,,0,2517.990579,2523.009421,6887,0,
766,0.88,0,0.12,Cr12Fe88,7.76,0.5,0,0,0,0,0,,0,0,0,0,0,0,,0,,,0,,1,,0,,0,0,,,0,0,0,0,0,,0,678,672,1845,0,
767,0.9,0,0.1,Cr10Fe90,7.8,0.5,0,0,0,0,0,,0,0,0,0,0,0,,0,,,0,,1,,0,,0,0,,,0,0,0,0,0,,0,183,178,494,0,
768,0.92,0,0.08,Cr8Fe92,7.84,0.5,0,0,0,0,0,,0,0,0,0,0,0,,0,,,0,,1,,0,,0,0,,,0,0,0,0,0,,0,50,46,132,0,
769,0.94,0,0.06,Cr6Fe94,7.88,0.5,0,0,0,0,0,,0,0,0,0,0,0,,0,,,0,,1,,0,,0,0,,,0,0,0,0,0,,0,14,11,35,0,
770,0.96,0,0.04,Cr4Fe96,7.92,0.5,0,0,0,0,0,,0,0,0,0,0,0,,0,,,0,,1,,0,,0,0,,,0,0,0,0,0,,0,4,2,9,0,
771,0.98,0,0.02,Cr2Fe98,7.96,0.5,0,0,0,0,0,,0,0,0,0,0,0,,0,,,0,,1,,0,,0,0,,,0,0,0,0,0,,0,1,0,2,0,
772,0.2,0.1,0.7,Cr70Fe20Ni10,6.8,1,0,0,0,0.949130186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050869814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83E+27,6.83E+27,1.87E+28,0,0
773,0.2,0.12,0.68,Cr68Fe20Ni12,6.88,0.5,0,0,0,0.878870417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121129583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65E+27,2.65E+27,7.24E+27,0,0
774,0.2,0.14,0.66,Cr66Fe20Ni14,6.96,0.5,0,0,0,0.810544121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189455879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10E+26,7.10E+26,1.94E+27,0,0
775,0.2,0.16,0.64,Cr64Fe20Ni16,7.04,0.5,0,0,0,0.744013366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255986634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90E+26,1.90E+26,5.20E+26,0,0
776,0.2,0.18,0.62,Cr62Fe20Ni18,7.12,0.5,0,0,0,0.679150467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320849533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10E+25,5.10E+25,1.39E+26,0,0
777,0.2,0.2,0.6,Cr60Fe20Ni20,7.2,0.5,0,0,0,0.615837133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384162867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37E+25,1.37E+25,3.73E+25,0,0
778,0.202020202,0.222222222,0.575757576,Cr57Fe20Ni22,7.292929293,0.5,0,0,0,0.545641472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454358528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66E+24,3.66E+24,1.00E+25,0,0
779,0.2,0.24,0.56,Cr56Fe20Ni24,7.36,0.5,0,0,0,0.493428615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506571385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81E+23,9.81E+23,2.68E+24,0,0
780,0.2,0.26,0.54,Cr54Fe20Ni26,7.44,0.5,0,0,0,0.434137555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565862445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63E+23,2.63E+23,7.18E+23,0,0
781,0.2,0.28,0.52,Cr52Fe20Ni28,7.52,0.5,0,0,0,0.376003185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623996815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04E+22,7.04E+22,1.92E+23,0,0
782,0.2,0.3,0.5,Cr50Fe20Ni30,7.6,0.5,0,0,0,0.318944519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681055481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89E+22,1.89E+22,5.16E+22,0,0
783,0.2,0.32,0.48,Cr48Fe20Ni32,7.68,0.5,0,0,0,0.262886495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737113505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06E+21,5.06E+21,1.38E+22,0,0
784,0.2,0.34,0.46,Cr46Fe20Ni34,7.76,0.5,0,0,0,0.207759553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792240447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36E+21,1.36E+21,3.70E+21,0,0
785,0.2,0.36,0.44,Cr44Fe20Ni36,7.84,0.5,0,0,0,0.153499244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846500756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63E+20,3.63E+20,9.92E+20,0,0
786,0.2,0.38,0.42,Cr42Fe20Ni38,7.92,0.5,0,0,0,0.100045863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899954137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73E+19,9.73E+19,2.66E+20,0,0
787,0.2,0.4,0.4,Cr40Fe20Ni40,8,0,0,0,0,0.047344102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952655898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61E+19,2.61E+19,7.12E+19,0,0
788,0.2,0.42,0.38,Cr38Fe20Ni42,8.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98E+18,6.98E+18,1.91E+19,0,0
789,0.2,0.44,0.36,Cr36Fe20Ni44,8.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87E+18,1.87E+18,5.11E+18,0,0
790,0.2,0.46,0.34,Cr34Fe20Ni46,8.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01E+17,5.01E+17,1.37E+18,0,0
791,0.2,0.48,0.32,Cr32Fe20Ni48,8.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34E+17,1.34E+17,3.67E+17,0,0
792,0.2,0.5,0.3,Cr30Fe20Ni50,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60E+16,3.60E+16,9.84E+16,0,0
793,0.2,0.52,0.28,Cr28Fe20Ni52,8.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64759E+15,9.64759E+15,2.64E+16,0,0
794,0.2,0.54,0.26,Cr26Fe20Ni54,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58506E+15,2.58506E+15,7.06253E+15,0,0
795,0.2,0.56,0.24,Cr24Fe20Ni56,8.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92666E+14,6.92666E+14,1.8924E+15,0,0
796,0.202020202,0.575757576,0.222222222,Cr22Fe20Ni57,8.707070707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85599E+14,1.85599E+14,5.07067E+14,0,0
797,0.2,0.6,0.2,Cr20Fe20Ni60,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97312E+13,4.97312E+13,1.35868E+14,0,0
798,0.2,0.62,0.18,Cr18Fe20Ni62,8.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33254E+13,1.33254E+13,3.64057E+13,0,0
799,0.2,0.64,0.16,Cr16Fe20Ni64,8.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57054E+12,3.57054E+12,9.75489E+12,0,0
800,0.2,0.66,0.14,Cr14Fe20Ni66,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56723E+11,9.56723E+11,2.61381E+12,0,0
801,0.2,0.68,0.12,Cr12Fe20Ni68,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56353E+11,2.56353E+11,7.0037E+11,0,0
802,0.2,0.7,0.1,Cr10Fe20Ni70,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68689595578,68689595558,1.87663E+11,0,0
803,0.2,0.72,0.08,Cr8Fe20Ni72,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18405321670,18405321651,50284273907,0,0
804,0.2,0.74,0.06,Cr6Fe20Ni74,9.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4931691084,4931691066,13473630585,0,0
